Search Object,1,3,5,10,15,20,30
Person in Water,0.0,0.1,0.1,0.1,0.1,0.1,0.1
Raft 1 person,0.3,0.7,0.9,1.2,1.4,1.4,1.4
Raft 4 person,0.3,1.0,1.3,1.8,2.1,2.3,2.3
Raft 6 person,0.4,1.1,1.6,2.2,2.6,2.8,2.8
Raft 8 person,0.4,1.2,1.7,2.4,2.8,3.0,3.0
Raft 10 person,0.4,1.3,1.8,2.6,3.0,3.3,3.3
Raft 15 person,0.4,1.4,2.0,2.8,3.4,3.7,4.2
Raft 20 person,0.4,1.5,2.2,3.2,3.9,4.3,4.9
Raft 25 person,0.4,1.6,2.3,3.5,4.2,4.7,5.4
Power Boat ≤ 15ft,0.4,1.0,1.3,1.7,1.8,2.0,2.0
Power Boat 20ft,0.5,1.7,2.5,3.7,4.4,5.0,5.0
Power Boat 33ft,0.5,2.2,3.4,5.4,6.8,7.8,9.3
Power Boat 53ft,0.6,2.7,4.5,8.2,10.9,13.1,16.6
Power Boat 78ft,0.6,2.8,5.1,9.8,13.6,16.7,21.7
Sail Boat 15ft,0.5,1.6,2.3,3.3,4.0,4.4,4.4
Sail Boat 20ft,0.5,1.8,2.7,4.2,5.1,5.7,5.7
Sail Boat 25ft,0.5,2.1,3.2,5.0,6.2,7.1,7.1
Sail Boat 30ft,0.6,2.3,3.6,6.0,7.6,8.9,10.7
Sail Boat 40ft,0.6,2.6,4.3,7.6,10.9,12.0,14.9
Sail Boat 50ft,0.6,2.7,4.6,8.5,11.4,13.7,17.4
Sail Boat 70ft,0.6,2.8,4.9,9.3,12.8,15.6,20.1
Sail Boat 83ft,0.6,2.8,5.1,9.9,13.8,17.0,22.2
Ship 120ft,0.6,2.9,5.4,11.1,15.9,20.1,27.0
Ship 225ft,0.6,3.0,5.7,12.5,18.9,24.7,34.9
Ship ≥ 300ft,0.6,3.0,5.8,13.2,20.6,27.9,41.4
